class,org,org_type,pi_first,pi_sur,pclass,status,owner,end,grant,scheme,start,total
Light-Matter Interactions,National Research Council Canada,COLLABORATOR,Agapi,Emmanouilidou,Atomic & molecular physics,Closed,EPSRC,2/28/2015,Fellowship,Career Acceleration Fellowship,9/1/2009,994556.44
Human-Computer Interactions,Sheffield Hallam University,LEAD ORGANISATION,Christopher,Care,,Closed,EPSRC,9/1/2012,Research Grant,Standard Research,9/2/2009,701560.71
Volcanic Processes,Open University,LEAD ORGANISATION,Mike,Widdowson,,Closed,NERC,11/4/2009,Research Grant,Directed (Research Programmes),9/5/2009,7272.27
Cold Atomic Species,University of Cambridge,LEAD ORGANISATION,Meera,Parish,Atomic & molecular physics,Closed,EPSRC,10/1/2011,Fellowship,Career Acceleration Fellowship,9/8/2009,558214.64
Materials Synthesis & Growth,University of Strasbourg,PROJECT PARTNER,Richard,Friend,Materials sciences,Closed,EPSRC,12/31/2012,Research Grant,Standard Research,9/8/2009,226535.93
Multiphase Flow,Imperial College London,LEAD ORGANISATION,Berend,van Wachem,Process engineering,Closed,EPSRC,3/8/2013,Research Grant,First Grant Scheme,9/9/2009,115945.54
Materials testing & eng.,Cranfield University,LEAD ORGANISATION,Paul,Colegrove,Civil eng. & built environment,Closed,EPSRC,3/31/2013,Research Grant,First Grant Scheme,9/14/2009,251996.49
Palaeobiology,NERC British Geological Survey,LEAD ORGANISATION,Daniel,Condon,,Closed,NERC,9/14/2012,Research Grant,Standard Grant (FEC),9/15/2009,303489.95
Light-Matter Interactions,The University of Manchester,LEAD ORGANISATION,Andrew,Murray,Atomic & molecular physics,Closed,EPSRC,3/20/2013,Research Grant,Standard Research,9/21/2009,544480.54
Tectonic Processes,University of Glasgow,LEAD ORGANISATION,Zhenhong,Li,Geosciences,Closed,NERC,9/22/2011,Research Grant,New Investigators (FEC),9/23/2009,67354.78
Reactor Engineering,University College London,LEAD ORGANISATION,Panagiota,Angeli,,Closed,EPSRC,3/24/2013,Research Grant,Standard Research,9/25/2009,427585.82
Fluid Dynamics,University of Warwick,COLLABORATOR,Stephen,Garrett,Process engineering,Closed,EPSRC,3/27/2013,Research Grant,First Grant Scheme,9/28/2009,259969.09
Mathematical Physics,University of Kent,LEAD ORGANISATION,Tania,Dunning,Mathematical sciences,Closed,EPSRC,9/27/2013,Research Grant,First Grant Scheme,9/28/2009,246267.96
Stratospheric Processes,University of Leicester,LEAD ORGANISATION,Stephen,Milan,Atmospheric phys. & chemistry,Closed,NERC,12/31/2013,Research Grant,Standard Grant (FEC),9/29/2009,387267.12
Tropospheric Processes,University of Leeds,LEAD ORGANISATION,Andrew,Rickard,Atmospheric phys. & chemistry,Closed,NERC,1/19/2014,Research Grant,Standard Grant (FEC),9/29/2009,280823.38
Cosmology,University of Edinburgh,LEAD ORGANISATION,Alexander,Murphy,Particle astrophysics,Closed,STFC,1/31/2010,Research Grant,Standard (FEC),10/1/2009,25597.61
Cosmology,University of Oxford,LEAD ORGANISATION,Steven,Rawlings,Particle astrophysics,Closed,STFC,3/31/2010,Research Grant,Standard (FEC),10/1/2009,366666.83
Nuclear Astrophysics,Aeronautical & General Instruments Ltd,PROJECT PARTNER,Paula,Chadwick,Nuclear physics,Closed,STFC,3/31/2010,Research Grant,Mini IPS (fEC),10/1/2009,45909.08
New & Emerging Comp. Paradigms,University of Bristol,LEAD ORGANISATION,Ashley,Montanaro,Info. & commun. Technol.,Closed,EPSRC,7/31/2010,Fellowship,Postdoc Research Fellowship,10/1/2009,209027.33
Bioelectronic Devices,University of Auckland,COLLABORATOR,Alan,Murray,Info. & commun. Technol.,Closed,EPSRC,7/31/2010,Research Grant,Standard Research,10/1/2009,28513.6
Magnetism/Magnetic Phenomena,University of Oxford,LEAD ORGANISATION,Claudio,Castelnovo,"Supercond, magn. &quant.fluids",Closed,EPSRC,9/1/2010,Fellowship,Postdoc Research Fellowship,10/1/2009,249513.61
Digital Signal Processing,Defence Science & Tech Lab DSTL,COFUNDER,Nick,Kingsbury,Info. & commun. Technol.,Closed,EPSRC,9/30/2010,Research Grant,Standard Research,10/1/2009,97246.2
Energy Efficiency,Chartered Institution of Building Services Engineers (CIBSE),COLLABORATOR,Philip,Steadman,Energy,Closed,EPSRC,11/30/2010,Research Grant,Standard Research,10/1/2009,239122.86
Beyond the Standard Model,Durham University,LEAD ORGANISATION,Gudrun,Heinrich,Particle physics - experiment,Closed,STFC,11/30/2010,Research Grant,Standard (FEC),10/1/2009,93199.94
Materials Characterisation,Commonwealth Scientific and Industrial Research Organisation (CSIRO),COLLABORATOR,Charlotte,Williams,Materials sciences,Closed,EPSRC,12/31/2010,Research Grant,Follow on Fund,10/1/2009,140749.46
Cosmology,European Organization for Nuclear Research (CERN),COLLABORATOR,Anthony,Doyle,Particle astrophysics,Closed,STFC,3/31/2011,Research Grant,Standard (FEC),10/1/2009,1326873.83
Beyond the Standard Model,University of Northumbria,COLLABORATOR,Jordan,Nash,Particle physics - experiment,Closed,STFC,3/31/2011,Research Grant,Standard (FEC),10/1/2009,2433382.17
Civil Engineering Materials,University of Bristol,LEAD ORGANISATION,Alan,Champneys,Materials processing,Closed,EPSRC,3/31/2011,Research Grant,Standard Research,10/1/2009,201719.53
Biomedical neuroscience,University of Warwick,LEAD ORGANISATION,S C,Chapman,Medical & health interface,Closed,EPSRC,3/31/2011,Research Grant,Standard Research,10/1/2009,201555.08
Med.Instrument.Device& Equip.,University College London,LEAD ORGANISATION,Paul,Beard,Medical & health interface,Closed,EPSRC,3/31/2011,Research Grant,Standard Research,10/1/2009,201318.49
Medical science & disease,University of Central Lancashire,LEAD ORGANISATION,Bogdan,Matuszewski,Medical & health interface,Closed,EPSRC,3/31/2011,Research Grant,Standard Research,10/1/2009,201040.55
Ocean Circulation,University of Southampton,LEAD ORGANISATION,Alan,Kemp,,Closed,NERC,3/31/2011,Research Grant,Directed (Research Programmes),10/1/2009,78485.49
ILL,University of Sussex,LEAD ORGANISATION,Philip,Harris,,Closed,STFC,3/31/2011,Research Grant,Standard (FEC),10/1/2009,531838.89
Cosmology,University of Oxford,LEAD ORGANISATION,Brian,Foster,Particle astrophysics,Closed,STFC,3/31/2011,Research Grant,Standard (FEC),10/1/2009,2837803.41
Beyond the Standard Model,Lancaster University,LEAD ORGANISATION,Peter,Ratoff,Particle physics - experiment,Closed,STFC,3/31/2011,Research Grant,Standard (FEC),10/1/2009,808724.51
Beyond the Standard Model,University College London,LEAD ORGANISATION,Nikolaos,Konstantinidis,Particle physics - experiment,Closed,STFC,3/31/2011,Research Grant,Standard (FEC),10/1/2009,1403341.87
Beyond the Standard Model,University of Bristol,LEAD ORGANISATION,Nick,Brook,Particle physics - experiment,Closed,STFC,3/31/2011,Research Grant,Standard (FEC),10/1/2009,693945.58
Beyond the Standard Model,University of Liverpool,LEAD ORGANISATION,Christos,Touramanis,Particle physics - experiment,Closed,STFC,3/31/2011,Research Grant,Standard (FEC),10/1/2009,204794.85
Optical Devices & Subsystems,McMaster University,PROJECT PARTNER,Matthew,Halsall,Electrical engineering,Closed,EPSRC,3/31/2011,Research Grant,Standard Research,10/1/2009,195938.11
Beyond the Standard Model,Qinetiq Ltd,PROJECT PARTNER,Neil,Spooner,Particle physics - experiment,Closed,STFC,3/31/2011,Research Grant,Standard (FEC),10/1/2009,952100.28
Materials Characterisation,University of Surrey,LEAD ORGANISATION,SM,Reddy,Materials sciences,Closed,EPSRC,4/30/2011,Research Grant,Standard Research,10/1/2009,125174.36
Plasmas - Laser & Fusion,EURATOM/CCFE,PROJECT PARTNER,Felix,Parra Diaz,Plasma physics,Closed,EPSRC,8/31/2011,Fellowship,Postdoc Research Fellowship,10/1/2009,254242.14
Nuclear structure,University of Surrey,LEAD ORGANISATION,Jim,Al-Khalili,Nuclear physics,Closed,EPSRC,9/30/2011,Fellowship,Senior Media Fellowship,10/1/2009,119765.54
Power Electronics,Ministry of Defence MOD,COFUNDER,Constantina,Lekakou,Electrical engineering,Closed,EPSRC,9/30/2011,Research Grant,Standard Research,10/1/2009,227612.22
Eng. Dynamics & Tribology,University of Bristol,LEAD ORGANISATION,ANTON,SHTERENLIKHT,Mechanical engineering,Closed,EPSRC,9/30/2011,Research Grant,First Grant - Revised 2009,10/1/2009,98139.97
Cosmology,Dartmouth College,COLLABORATOR,Ryan,Hickox,Particle astrophysics,Closed,STFC,11/30/2011,Fellowship,Postdoc Fellowship (FEC),10/1/2009,212829.82
Magnetism/Magnetic Phenomena,University of Oxford,LEAD ORGANISATION,Ilya,Kuprov,"Supercond, magn. &quant.fluids",Closed,EPSRC,1/31/2012,Fellowship,Career Acceleration Fellowship,10/1/2009,551750.64
Chemical Biology,Heriot-Watt University,LEAD ORGANISATION,Andrew,Harvey,,Closed,EPSRC,2/1/2012,Research Grant,Standard Research,10/1/2009,145089.26
Relativistic Heavy Ions,University of Cambridge,FELLOW,Linda Iliana,Uruchurtu Gomez,Nuclear physics,Closed,STFC,9/30/2012,Fellowship,Postdoc Fellowship (FEC),10/1/2009,238468.89
Extra-Galactic Astron.&Cosmol.,University of Cambridge,LEAD ORGANISATION,Katherine,Mack,,Closed,STFC,9/30/2012,Fellowship,Postdoc Fellowship (FEC),10/1/2009,183052.01
Power Electronics,TRW Automotive Technical Centre,COLLABORATOR,Mark,Sumner,Electrical engineering,Closed,EPSRC,9/30/2012,Research Grant,Standard Research,10/1/2009,349457.51
Chemical Biology,University of Bath,LEAD ORGANISATION,Paul,De Bank,,Closed,EPSRC,9/30/2012,Research Grant,First Grant Scheme,10/1/2009,302850.45
Combustion,University of Bath,LEAD ORGANISATION,GD,Lock,,Closed,EPSRC,9/30/2012,Research Grant,Standard Research,10/1/2009,282580.22
Electronic Devices & Subsys.,University of Cambridge,LEAD ORGANISATION,Michael,Kelly,Info. & commun. Technol.,Closed,EPSRC,9/30/2012,Research Grant,Standard Research,10/1/2009,118400.9
Electronic Devices & Subsys.,University of Exeter,LEAD ORGANISATION,Euan,Hendry,Info. & commun. Technol.,Closed,EPSRC,9/30/2012,Research Grant,Standard Research,10/1/2009,632819.93
Materials Synthesis & Growth,University of Birmingham,LEAD ORGANISATION,Nigel,Simpkins,Materials sciences,Closed,EPSRC,9/30/2012,Research Grant,Standard Research,10/1/2009,302161.43
Climate & Climate Change,University of East Anglia,LEAD ORGANISATION,Ian,Renfrew,Climate & climate change,Closed,NERC,9/30/2012,Research Grant,AFI (FEC),10/1/2009,79971.97
Civil Engineering Materials,National Trust for Scotland,PROJECT PARTNER,Alan Mark,Forster,Materials processing,Closed,EPSRC,9/30/2012,Research Grant,First Grant Scheme,10/1/2009,125179.1
Optical Phenomena,Innsbruck University,PROJECT PARTNER,Philip,Jones,"Optics, photonics & lasers",Closed,EPSRC,9/30/2012,Research Grant,Standard Research,10/1/2009,197819.25
Condensed Matter Physics,Tohoku University (Japan),PROJECT PARTNER,Matthew,Rosseinsky,"Supercond, magn. &quant.fluids",Closed,EPSRC,9/30/2012,Research Grant,Standard Research,10/1/2009,413188.48
Materials Characterisation,University of Liverpool,LEAD ORGANISATION,Matthew,Rosseinsky,Materials sciences,Closed,EPSRC,12/10/2012,Research Grant,Standard Research,10/1/2009,414075.91
System on Chip,Mentor Graphics Corporation,PROJECT PARTNER,Paul,Mitcheson,Info. & commun. Technol.,Closed,EPSRC,1/31/2013,Research Grant,Standard Research,10/1/2009,350665.41
Ecosystem Scale Processes,University of Oxford,LEAD ORGANISATION,Yadvinder,Malhi,Terrest. & freshwater environ.,Closed,NERC,2/15/2013,Research Grant,Standard Grant (FEC),10/1/2009,356338.11
Complexity Science,University of Nottingham,LEAD ORGANISATION,Uwe,Aickelin,Complexity science,Closed,EPSRC,3/30/2013,Research Grant,Standard Research,10/1/2009,254133.35
Chemical Biology,Procter & Gamble,COLLABORATOR,John,Girkin,,Closed,EPSRC,3/31/2013,Research Grant,Standard Research,10/1/2009,451468.5
Networks & Distributed Systems,Cranfield University,LEAD ORGANISATION,Robert,Dorey,,Closed,EPSRC,3/31/2013,Research Grant,Standard Research,10/1/2009,496796.77
Cold Atomic Species,University of Birmingham,LEAD ORGANISATION,Kai,Bongs,Atomic & molecular physics,Closed,EPSRC,3/31/2013,Research Grant,Standard Research,10/1/2009,890466.33
Catalysis & Applied Catalysis,The University of Manchester,LEAD ORGANISATION,Michael,Turner,Catalysis & surfaces,Closed,EPSRC,3/31/2013,Research Grant,Standard Research,10/1/2009,309120.57
Instrumentation Eng. & Dev.,University of Reading,LEAD ORGANISATION,Andrew,Wade,Chemical measurement,Closed,EPSRC,3/31/2013,Research Grant,Standard Research,10/1/2009,302990.19
Mathematical Physics,University of York,LEAD ORGANISATION,Niall,MacKay,Mathematical sciences,Closed,EPSRC,3/31/2013,Research Grant,Standard Research,10/1/2009,352347.43
Sediment/Sedimentary Processes,University of Plymouth,LEAD ORGANISATION,Daniel,Conley,,Closed,NERC,3/31/2013,Research Grant,Standard Grant (FEC),10/1/2009,358138.11
Climate & Climate Change,NERC British Antarctic Survey,LEAD ORGANISATION,Richard,Hindmarsh,Climate & climate change,Closed,NERC,3/31/2013,Research Grant,AFI (FEC),10/1/2009,39298.25
Fuel Cell Technologies,SPC technologies,PROJECT PARTNER,Anthony,Kucernak,Energy,Closed,EPSRC,3/31/2013,Research Grant,Standard Research,10/1/2009,217491.84
Materials Characterisation,Goodrich Engine Control Systems,PROJECT PARTNER,Andrew,Bell,Materials sciences,Closed,EPSRC,3/31/2013,Research Grant,Standard Research,10/1/2009,88523.79
Materials Characterisation,University of Connecticut,PROJECT PARTNER,Oleg,Kolosov,Materials sciences,Closed,EPSRC,3/31/2013,Research Grant,Standard Research,10/1/2009,197632.6
Materials Synthesis & Growth,Technical University Berlin,COLLABORATOR,Paul,Low,Materials sciences,Closed,EPSRC,6/30/2013,Fellowship,Leadership Fellowships,10/1/2009,1354343.188
Electrochemical Science & Eng.,University of Bristol,LEAD ORGANISATION,Paul,May,Catalysis & surfaces,Closed,EPSRC,7/31/2013,Research Grant,Standard Research,10/1/2009,348069.01
Heat & Mass Transfer,University of Bath,LEAD ORGANISATION,Davide,Mattia,Mechanical engineering,Closed,EPSRC,7/31/2013,Research Grant,First Grant Scheme,10/1/2009,240367.24
Sustainable Energy Networks,Loughborough University,COLLABORATOR,David,Infield,Energy,Closed,EPSRC,9/30/2013,Research Grant,Standard Research,10/1/2009,4177321.6
Materials Synthesis & Growth,University of Padua,COLLABORATOR,Cameron,Alexander,Materials sciences,Closed,EPSRC,9/30/2013,Research Grant,Standard Research,10/1/2009,189558.99
Surfaces & Interfaces,University College London,LEAD ORGANISATION,Geoffrey,Thornton,Catalysis & surfaces,Closed,EPSRC,9/30/2013,Research Grant,Standard Research,10/1/2009,142543.01
Surfaces & Interfaces,University of Liverpool,LEAD ORGANISATION,Christopher,Lucas,Catalysis & surfaces,Closed,EPSRC,9/30/2013,Research Grant,Standard Research,10/1/2009,179367.71
System on Chip,University of Cambridge,LEAD ORGANISATION,Robert,Mullins,Info. & commun. Technol.,Closed,EPSRC,9/30/2013,Research Grant,First Grant Scheme,10/1/2009,177258.98
Materials Processing,University of Edinburgh,PROJECT PARTNER,Stefan,Maier,Materials processing,Closed,EPSRC,9/30/2013,Research Grant,Standard Research,10/1/2009,203061.45
Protein folding / misfolding,King's College London,LEAD ORGANISATION,Nikos,Doltsinis,Biomolecules & biochemistry,Closed,EPSRC,11/17/2013,Research Grant,First Grant Scheme,10/1/2009,270185.02
Volcanic Processes,University of Bristol,LEAD ORGANISATION,Joachim,Gottsmann,,Closed,NERC,12/20/2013,Research Grant,Standard Grant (FEC),10/1/2009,623895.08
Materials Synthesis & Growth,Spanish National Research Council CSIC,PROJECT PARTNER,Jeremy,Baumberg,Materials sciences,Closed,EPSRC,3/30/2014,Research Grant,Standard Research,10/1/2009,382460.8
Optical Devices & Subsystems,University of St Andrews,LEAD ORGANISATION,Kishan,Dholakia,Electrical engineering,Closed,EPSRC,3/31/2014,Research Grant,Platform Grants,10/1/2009,1116536.3
Electronic Devices & Subsys.,University of Bristol,LEAD ORGANISATION,Daniel,Page,Info. & commun. Technol.,Closed,EPSRC,3/31/2014,Research Grant,Standard Research,10/1/2009,823396.05
Quantum Optics & Information,Durham University,LEAD ORGANISATION,Charles,Adams,"Optics, photonics & lasers",Closed,EPSRC,3/31/2014,Research Grant,Standard Research,10/1/2009,611617.68
Plasmas - Laser & Fusion,University of Oxford,LEAD ORGANISATION,Simon Martin,Hooker,Plasma physics,Closed,EPSRC,3/31/2014,Research Grant,Standard Research,10/1/2009,600657.18
Chemical Synthetic Methodology,University of Twente,COLLABORATOR,Stephen,Fletcher,,Closed,EPSRC,9/30/2014,Fellowship,Career Acceleration Fellowship,10/1/2009,963937.37
Manufacturing Machine & Plant,Rolls Royce Group Plc,COLLABORATOR,Jeffery,Brooks,,Closed,EPSRC,9/30/2014,Fellowship,Research Chairs,10/1/2009,780577.32
Lasers & Optics,European Molecular Biology Laboratory (EMBL),COLLABORATOR,Brendan Hugh,Dromey,"Optics, photonics & lasers",Closed,EPSRC,9/30/2014,Fellowship,Career Acceleration Fellowship,10/1/2009,909970.1
Climate & Climate Change,United Bank of Carbon,COLLABORATOR,Dominick,Spracklen,Climate & climate change,Closed,NERC,9/30/2014,Fellowship,Advanced Fellow (FEC),10/1/2009,438365.14
Mathematical Physics,Heriot-Watt University,LEAD ORGANISATION,Christian,Saemann,Mathematical sciences,Closed,EPSRC,9/30/2014,Fellowship,Career Acceleration Fellowship,10/1/2009,438137.33
Software Engineering,Airbus,PROJECT PARTNER,Joel,Ouaknine,,Closed,EPSRC,9/30/2014,Fellowship,Leadership Fellowships,10/1/2009,1018520.51
Magnetism/Magnetic Phenomena,Hitachi Cambridge Laboratory,PROJECT PARTNER,Andrew,Rushforth,"Supercond, magn. &quant.fluids",Closed,EPSRC,9/30/2014,Fellowship,Career Acceleration Fellowship,10/1/2009,979888.78
Materials Characterisation,Rolls-Royce plc,COFUNDER,Panayiotis,Tsakiropoulos,Materials sciences,Closed,EPSRC,9/30/2014,Research Grant,Standard Research,10/1/2009,498963.17
Aerodynamics,McLaren Racing,COLLABORATOR,Spencer,Sherwin,Mechanical engineering,Closed,EPSRC,9/30/2014,Research Grant,Standard Research,10/1/2009,97130.95
High Performance Computing,Surface Technology Systems Plc,COLLABORATOR,Jonathan,Tennyson,"Tools, technologies & methods",Closed,EPSRC,9/30/2014,Research Grant,Standard Research,10/1/2009,300012
Fundamentals of Computing,University of St Andrews,LEAD ORGANISATION,Ian,Miguel,Info. & commun. Technol.,Closed,EPSRC,9/30/2014,Research Grant,Standard Research,10/1/2009,929075.78
Palaeoenvironments,Durham University,LEAD ORGANISATION,Michael,Bentley,Climate & climate change,Closed,NERC,9/30/2014,Research Grant,Consortiums (FEC),10/1/2009,52559.79
Surfaces & Interfaces,Kodak Ltd,PROJECT PARTNER,Jeremy,Baumberg,Catalysis & surfaces,Closed,EPSRC,9/30/2014,Research Grant,Programme Grants,10/1/2009,3510871.06
